gene_id,SRR10720198,SRR10720199,SRR10720203,SRR10720205
gene-YER038C,269,223,261,186
gene-YER038W-A,102,114,91,83
gene-YER039C,42,41,46,42
gene-YER039C-A,45,15,32,32
gene-YER040W,3174,3522,3133,2561
gene-YER041W,524,537,585,464
gene-YER042W,44,29,80,93
gene-YER043C,3321,3432,2927,2510
gene-YER044C,215,213,181,182
gene-YER044C-A,78,72,69,49
gene-YER045C,364,322,306,263
gene-YER046W,93,74,99,107
gene-YER047C,2916,3128,3250,2774
gene-YER048C,2274,2529,2354,2233
gene-YER048W-A,1431,1428,1703,1769
gene-YER049W,1821,1735,1921,1570
gene-YER050C,1261,1295,1369,1343
gene-YER051W,728,575,603,600
gene-YER052C,1740,1939,2073,1857
gene-YER053C,351,357,222,200
gene-YER053C-A,183,184,206,204
gene-YER054C,207,177,202,157
gene-YER055C,2167,1771,1655,1726
gene-YER056C,1915,2050,1756,1522
gene-YER056C-A,2020,1858,2127,2278
gene-YER057C,451,407,435,447
gene-YER058W,383,292,332,373
gene-YER059W,1150,1110,1235,1140
gene-YER060W,209,180,189,180
gene-YER060W-A,16,19,12,23
gene-YER061C,411,420,383,364
gene-YER062C,1147,1437,1287,982
gene-YER063W,1145,1157,1112,1110
gene-YER064C,4243,4282,4265,3722
gene-YER065C,347,287,337,236
gene-YER066W,56,59,76,57
gene-YER067W,465,468,350,341
gene-YER068W,4865,4852,4798,4224
gene-YER069W,1142,1269,937,971
gene-YER070W,3510,3335,4749,3798
gene-YER071C,147,119,87,133
gene-YER072W,2162,1879,1641,1715
gene-YER073W,5672,5397,3402,3378
gene-YER074W,673,676,665,654
gene-YER074W-A,477,409,429,475
gene-YER075C,1118,880,1330,1099
gene-YER076C,120,127,131,107
gene-YER077C,1449,1564,1369,1261
gene-YER078C,512,595,406,413
gene-YER078W-A,2,3,3,2
gene-YER079W,825,914,871,752
gene-YER080W,1686,1374,1773,1513
gene-YER081W,448,582,466,440
gene-YER082C,2233,1939,1721,1617
gene-YER083C,1393,1208,1398,1246
gene-YER084W,38,34,24,17
gene-YER085C,13,3,11,16
gene-YER086W,1191,1201,1300,1001
gene-YER087C-B,406,318,428,459
gene-YER087W,590,608,718,583
gene-YER088C,11034,11311,9458,7262
gene-YER089C,1492,1675,1556,1316
gene-YER090W,1933,2146,2239,2023
gene-YER091C,4038,4661,6297,5046
gene-YER092W,803,846,750,767
gene-YER093C,2987,2896,2893,2404
gene-YER093C-A,260,282,256,217
gene-YER094C,1515,1550,1751,1706
gene-YER095W,545,537,821,669
gene-YER096W,41,48,40,31
gene-YER098W,729,635,755,698
gene-YER099C,688,648,601,620
gene-YER100W,1758,1650,1784,1780
gene-YER101C,238,288,197,172
gene-YER102W,733,697,900,889
gene-YER103W,478,458,1336,1174
gene-YER104W,182,127,143,164
gene-YER105C,3356,3270,3621,3387
gene-YER106W,3,9,19,10
gene-YER107C,867,810,776,732
gene-YER110C,2430,2376,2095,1923
gene-YER111C,2336,2265,4105,3452
gene-YER112W,1188,957,1192,1175
gene-YER113C,611,540,678,657
gene-YER114C,2728,2760,2904,2390
gene-YER115C,186,227,186,176
gene-YER116C,853,897,877,792
gene-YER117W,1112,1026,1051,1066
gene-YER118C,1073,882,1265,995
gene-YER119C,605,592,656,612
gene-YER120W,4669,4697,4880,4525
gene-YER121W,101,85,71,89
gene-YER122C,4524,4187,4648,4301
gene-YER123W,1716,1597,1634,1396
gene-YER124C,3266,3247,2716,2413
gene-YER125W,2447,2319,2454,2215
gene-YER126C,2644,2362,2118,1946
gene-YER127W,2290,2287,1644,1536
gene-YER128W,156,161,161,175
gene-YER129W,3646,3823,3697,3291
gene-YER130C,1189,1136,1095,938
gene-YER131W,1375,1311,1522,1535
gene-YER132C,3593,3398,3582,3004
gene-YER133W,2615,2566,2799,2519
gene-YER134C,408,420,363,362
gene-YER135C,5,3,2,3
gene-YER136W,2168,2245,2520,2440
gene-YER137C,167,168,128,102
gene-YER137C-A,0,0,0,0
gene-YER138C,5,0,2,0
gene-YER138W-A,62,46,66,61
gene-YER139C,1019,950,965,903
gene-YER140W,473,421,453,408
gene-YER141W,936,934,1069,971
gene-YER142C,264,255,354,342
gene-YER143W,1170,941,1392,1212
gene-YER144C,1389,1512,1643,1272
gene-YER145C,3762,2139,3749,3931
gene-YER145C-A,0,0,4,2
gene-YER146W,496,411,447,505
gene-YER147C,587,555,609,563
gene-YER148W,1847,1852,2224,2076
gene-YER149C,590,559,608,535
gene-YER150W,276,290,208,203
gene-YER151C,10750,10163,11239,9208
gene-YER152C,1713,1803,1726,1450
gene-YER153C,222,214,237,168
gene-YER154W,1187,1217,1246,1029
gene-YER155C,5725,5543,6820,5690
gene-YER156C,958,929,818,732
gene-YER157W,897,861,912,875
gene-YER158C,650,669,488,381
gene-YER159C,4058,3763,4037,4240
gene-YER159C-A,0,0,0,0
gene-YER160C,7,16,6,16
gene-YER161C,2200,1958,1962,1891
gene-YER162C,1593,1542,1406,1329
gene-YER163C,304,304,353,322
gene-YER164W,3147,2989,3293,2914
gene-YER165W,2340,2298,2395,2006
gene-YER166W,2760,2430,3009,2571
gene-YER167W,2347,2357,2721,2149
gene-YER168C,814,767,845,739
gene-YER169W,1789,1752,1588,1256
gene-YER170W,315,319,317,329
gene-YER171W,983,1030,934,775
gene-YER172C,4089,3911,3973,3600
gene-YER173W,368,345,326,349
gene-YER174C,210,208,159,166
gene-YER175C,624,570,449,446
gene-YER175W-A,101,75,84,78
gene-YER176W,3901,3899,4079,3589
gene-YER177W,13909,15499,16632,16863
gene-YER178W,576,629,725,632
gene-YER179W,20,15,24,21
gene-YER180C,429,405,401,377
gene-YER180C-A,191,135,162,132
gene-YER181C,7,4,6,2
gene-YER182W,585,622,511,461
gene-YER183C,250,245,228,225
gene-YER184C,294,303,372,352
gene-YER185W,24,11,16,20
gene-YER186C,233,195,215,182
gene-YER187W,21,21,23,16
gene-YER188C-A,32,48,30,24
gene-YER188W,20,15,15,20
gene-YER189W,3,3,6,6
gene-YER190C-B,0,0,0,0
gene-YER190W,10,6,15,13
gene-YFL001W,882,839,684,674
gene-YFL002C,836,806,739,673
gene-YFL002W-A,4,1,3,5
gene-YFL002W-B,0,0,0,0
gene-YFL003C,68,61,66,56
gene-YFL004W,3871,3852,3788,3630
gene-YFL005W,895,847,1002,995
gene-YFL007W,3218,3266,3677,3266
gene-YFL008W,2953,2767,3857,3529
gene-YFL009W,1848,1782,2026,1677
gene-YFL010C,1340,1260,1508,1462
gene-YFL010W-A,2,0,3,1
gene-YFL011W,2,4,2,1
gene-YFL012W,0,1,0,0
gene-YFL013C,3386,3404,3143,2855
gene-YFL014W,46,55,178,90
gene-YFL015C,0,1,2,1
gene-YFL016C,3696,3422,7928,6995
gene-YFL017C,861,882,794,788
gene-YFL017W-A,238,194,207,220
gene-YFL018C,1199,1207,1164,1130
gene-YFL019C,6,6,6,6
gene-YFL020C,20,18,22,9
gene-YFL021W,3250,3732,2705,2192
gene-YFL022C,1681,1627,1678,1378
gene-YFL023W,3010,2643,2481,2280
gene-YFL024C,1952,1775,1912,1641
gene-YFL025C,700,598,773,679
gene-YFL026W,23,22,28,17
gene-YFL027C,315,280,299,294
gene-YFL028C,343,246,219,255
gene-YFL029C,448,442,447,404
gene-YFL030W,42,36,45,35
gene-YFL031W,2841,2775,2898,2471
gene-YFL033C,4055,3968,4306,3383
gene-YFL034C-A,511,551,677,569
gene-YFL034C-B,2440,2327,2429,2528
gene-YFL034W,2316,2512,2507,2121
gene-YFL036W,2548,2379,2776,2200
gene-YFL037W,2254,2004,2822,2362
gene-YFL038C,3082,3339,3222,3373
gene-YFL039C,1780,1565,2420,2028
gene-YFL040W,0,3,2,2
gene-YFL041W,1391,1165,1516,1267
gene-YFL041W-A,5,3,2,2
gene-YFL042C,1661,1625,1623,1593
gene-YFL044C,605,551,644,566
gene-YFL045C,588,415,896,908
gene-YFL046W,1169,1108,1244,1223
gene-YFL047W,2625,2517,3037,2792
gene-YFL048C,803,799,900,829
gene-YFL049W,1274,1198,1352,1238
gene-YFL050C,461,434,380,368
gene-YFL051C,5,6,8,8
gene-YFL052W,51,58,49,29
gene-YFL053W,2,4,4,4
gene-YFL054C,375,268,353,332
gene-YFL055W,50,65,74,67
gene-YFL056C,824,877,1062,990
gene-YFL058W,1,1,1,0
gene-YFL059W,29,27,17,20
gene-YFL060C,39,16,22,18
gene-YFL061W,2,0,0,0
gene-YFL062W,2,0,0,0
gene-YFL064C,16,8,5,18
gene-YFL065C,0,0,3,2
gene-YFL066C,11,7,5,8
gene-YFL067W,0,0,0,0
gene-YFL068W,0,0,0,0
gene-YFR001W,2502,2345,1932,2144
gene-YFR002W,2625,2614,2887,2654
gene-YFR003C,882,801,805,826
gene-YFR004W,2059,2037,2175,2192
gene-YFR005C,268,321,283,245
gene-YFR006W,1777,1614,1632,1707
gene-YFR007W,192,218,189,202
gene-YFR008W,275,253,247,267
gene-YFR009W,3274,2844,2739,2548
gene-YFR010W,2180,2072,2538,2401
gene-YFR011C,1197,964,1028,1125
gene-YFR012W,12,9,16,7
gene-YFR012W-A,5,4,3,1
gene-YFR013W,1944,1740,2010,1699
gene-YFR014C,1228,1419,1186,1118
gene-YFR015C,1866,2211,707,648
gene-YFR016C,5700,5549,6352,5506
gene-YFR017C,280,277,322,290
gene-YFR018C,342,364,373,342
gene-YFR019W,7212,7113,8243,6782
gene-YFR020W,266,233,261,237
gene-YFR021W,835,842,800,651
gene-YFR022W,343,425,311,236
gene-YFR023W,16,11,8,3
gene-YFR024C-A,1170,1059,1311,1231
gene-YFR025C,757,978,811,698
gene-YFR026C,63,58,76,57
gene-YFR027W,411,396,523,447
gene-YFR028C,2045,1969,1964,1680
gene-YFR029W,1980,2003,2052,1738
gene-YFR030W,401,419,699,559
gene-YFR031C,2569,2416,2828,2582
gene-YFR031C-A,2399,2393,2503,2347
gene-YFR032C,7,3,5,6
gene-YFR032C-A,608,590,642,666
gene-YFR032C-B,232,225,206,207
gene-YFR033C,4500,4152,4708,4408
gene-YFR034C,2128,2392,2177,1846
gene-YFR035C,6,6,7,5
gene-YFR036W,412,409,345,305
gene-YFR037C,4303,4267,4367,4040
gene-YFR038W,1960,1889,2105,1914
gene-YFR039C,1180,1143,1353,1277
gene-YFR040W,4731,4991,5386,4643
gene-YFR041C,798,700,853,946
gene-YFR042W,264,218,276,302
gene-YFR043C,259,208,204,225
gene-YFR044C,497,469,431,421
gene-YFR045W,208,187,210,185
gene-YFR046C,415,348,382,390
gene-YFR047C,280,331,283,274
gene-YFR048W,901,826,849,767
gene-YFR049W,377,377,406,402
gene-YFR050C,2236,2037,2605,2483
gene-YFR051C,3134,2526,3159,2914
gene-YFR052W,811,745,910,911
gene-YFR053C,1608,1826,2115,1650
gene-YFR054C,10,11,10,10
gene-YFR055W,454,425,263,209
gene-YFR057W,0,0,0,0
gene-YGL001C,352,313,347,285
gene-YGL002W,251,201,240,242
gene-YGL003C,915,956,962,887
gene-YGL004C,1060,865,1108,1123
gene-YGL005C,1190,1157,1105,1053
gene-YGL006W,1601,1754,1926,1710
gene-YGL006W-A,63,48,71,61
gene-YGL007C-A,1,1,2,1
gene-YGL007W,2,2,2,3
gene-YGL008C,15932,14425,14775,12774
gene-YGL009C,9521,11032,7949,6426
gene-YGL010W,133,172,181,206
gene-YGL011C,1401,1234,1594,1521
gene-YGL012W,673,679,1174,1009
gene-YGL013C,3189,2937,3913,3309
gene-YGL014W,7174,7375,7948,6131
gene-YGL015C,7,8,7,3
gene-YGL016W,553,552,602,551
gene-YGL017W,412,392,359,328
gene-YGL018C,281,242,255,254
gene-YGL019W,1452,1278,1274,1258
gene-YGL020C,621,542,557,529
gene-YGL021W,5315,5457,4827,4163
gene-YGL022W,1924,2173,2217,1737
gene-YGL023C,3789,4309,4366,3856
gene-YGL025C,2399,2593,2233,2016
gene-YGL026C,2632,2681,2972,2534
gene-YGL027C,750,788,1087,983
gene-YGL028C,4942,4726,5244,3840
gene-YGL029W,2282,2074,1360,1464
gene-YGL030W,717,754,721,624
gene-YGL031C,628,571,726,684
gene-YGL032C,3,1,1,3
gene-YGL033W,11,13,23,14
gene-YGL034C,10,13,14,15
gene-YGL035C,3985,3723,3213,2748
gene-YGL036W,2662,2773,3441,2991
gene-YGL037C,2786,2329,3383,3795
gene-YGL038C,1379,1416,1595,1314
gene-YGL039W,240,218,224,230
gene-YGL040C,1101,866,1090,1098
gene-YGL041C-B,1,0,3,1
gene-YGL041W-A,347,243,299,314
gene-YGL043W,1802,1661,1913,1863
gene-YGL044C,1478,1449,1518,1516
gene-YGL045W,513,452,496,465
gene-YGL047W,384,367,432,453
gene-YGL048C,1042,1057,1275,1275
gene-YGL049C,8182,7993,9033,7448
gene-YGL050W,782,714,732,735
gene-YGL051W,14,9,4,5
gene-YGL053W,374,321,372,341
gene-YGL054C,310,289,300,337
gene-YGL055W,1457,1473,358,299
gene-YGL056C,2884,2842,2734,2302
gene-YGL057C,165,149,154,149
gene-YGL058W,1319,1186,1550,1450
gene-YGL059W,824,897,848,786
gene-YGL060W,415,415,496,394
gene-YGL061C,649,586,690,739
gene-YGL062W,5023,4929,7118,5632
gene-YGL063W,295,329,288,289
gene-YGL064C,704,769,762,635
gene-YGL065C,439,373,490,408
gene-YGL066W,3381,3526,3693,3052
gene-YGL067W,258,229,230,226
gene-YGL068W,721,849,776,799
gene-YGL070C,1189,1326,1084,1206
gene-YGL071W,3537,2907,3651,3243
gene-YGL073W,4334,4249,5378,4428
gene-YGL075C,538,495,627,502
gene-YGL076C,1284,1338,1495,1371
gene-YGL077C,1956,1967,1348,1195
gene-YGL078C,1915,1703,1623,1519
gene-YGL079W,270,249,268,286
gene-YGL080W,379,332,336,310
gene-YGL081W,39,37,39,28
gene-YGL082W,2492,2296,2391,2342
gene-YGL083W,1277,1248,1584,1225
gene-YGL084C,914,897,1115,957
gene-YGL085W,235,250,238,183
gene-YGL086W,2524,2250,2684,2501
gene-YGL087C,691,730,720,630
gene-YGL088W,1,0,0,0
gene-YGL089C,675,487,687,583
gene-YGL090W,1127,1048,1353,1275
gene-YGL091C,665,531,709,706
gene-YGL092W,5537,5369,5959,4978
gene-YGL093W,2111,2143,2555,2216
gene-YGL094C,2056,1902,2343,2093
gene-YGL095C,1917,1867,2367,2177
gene-YGL096W,458,539,552,533
gene-YGL097W,2627,2571,2595,2239
gene-YGL098W,608,540,514,550
gene-YGL099W,1181,1090,977,969
gene-YGL100W,1085,1205,1194,1144
gene-YGL101W,718,681,717,736
gene-YGL103W,928,911,973,919
gene-YGL104C,115,112,135,114
gene-YGL105W,2898,2735,2731,2707
gene-YGL106W,1248,1269,1234,1321
gene-YGL107C,1321,1426,1422,1316
gene-YGL108C,1759,1780,1812,1827
gene-YGL110C,1577,1500,1492,1522
gene-YGL111W,1466,1291,1253,1089
gene-YGL112C,1009,927,1006,905
gene-YGL113W,541,496,507,405
gene-YGL114W,2943,2985,4274,3610
gene-YGL115W,615,627,557,575
gene-YGL116W,1651,1541,1464,1368
gene-YGL117W,458,544,369,448
gene-YGL118C,12,9,3,3
gene-YGL119W,1071,972,1014,861
gene-YGL120C,2304,2227,1661,1393
gene-YGL121C,18,22,25,14
gene-YGL122C,4272,4426,4719,4173
gene-YGL123W,2115,2085,2379,2402
gene-YGL124C,384,361,426,366
gene-YGL125W,3106,3418,3147,2516
gene-YGL126W,418,369,443,336
gene-YGL127C,991,1061,997,952
gene-YGL128C,1350,1261,1270,1051
gene-YGL129C,3022,2863,3193,2643
gene-YGL130W,702,648,692,628
gene-YGL131C,1640,1543,1832,1587
gene-YGL133W,1836,1904,2380,1893
gene-YGL134W,642,576,669,555
gene-YGL135W,318,306,365,366
gene-YGL136C,351,364,397,354
gene-YGL137W,4324,3568,4558,3792
gene-YGL138C,1,0,1,2
gene-YGL139W,1217,1198,1191,1025
gene-YGL140C,1801,1846,1841,1556
gene-YGL141W,2167,2183,2774,2437
gene-YGL142C,395,415,437,358
gene-YGL143C,315,334,330,322
gene-YGL144C,231,234,208,164
gene-YGL145W,1219,1102,1165,1112
gene-YGL146C,99,77,111,91
gene-YGL147C,394,347,411,399
gene-YGL148W,2192,2190,1961,1945
gene-YGL149W,6,5,1,2
gene-YGL150C,7021,6959,7031,5856
gene-YGL151W,3092,2792,3659,3068
gene-YGL153W,1248,1144,1150,1166
gene-YGL154C,159,155,160,158
gene-YGL155W,727,636,714,609
gene-YGL156W,321,281,362,250
gene-YGL157W,811,702,894,837
gene-YGL158W,127,159,33,43
gene-YGL159W,167,128,137,121
gene-YGL160W,672,640,733,656
gene-YGL161C,1476,1473,1656,1624
gene-YGL162W,559,492,483,432
gene-YGL163C,1562,1620,2181,1826
gene-YGL164C,1491,1485,1392,1315
gene-YGL166W,620,522,605,609
gene-YGL167C,2164,2916,3033,2560
gene-YGL168W,0,2,1,0
gene-YGL169W,284,247,230,186
gene-YGL170C,1,0,1,3
gene-YGL171W,930,800,620,631
gene-YGL172W,2554,2426,2701,2463
gene-YGL173C,5846,5822,7146,6283
gene-YGL174W,398,407,437,448
gene-YGL175C,262,292,298,266
gene-YGL176C,712,687,697,606
gene-YGL178W,2828,2793,3250,2535
gene-YGL179C,198,223,166,159
gene-YGL180W,924,962,1588,1403
gene-YGL181W,2587,2446,2926,2878
gene-YGL183C,27,19,36,49
gene-YGL184C,31,44,130,122
gene-YGL185C,414,371,444,445
gene-YGL186C,964,993,866,741
gene-YGL187C,111,92,122,108
gene-YGL188C-A,154,128,149,154
gene-YGL189C,4195,3426,4409,4356
gene-YGL190C,3373,3341,3411,3229
gene-YGL191W,527,483,454,455
gene-YGL192W,1,4,3,3
gene-YGL193C,0,0,0,0
gene-YGL194C,778,718,856,808
gene-YGL194C-A,104,68,93,100
gene-YGL195W,4527,4666,5013,4488
gene-YGL196W,445,436,508,441
gene-YGL197W,3497,3533,4157,3535
gene-YGL198W,562,511,545,527
gene-YGL200C,1261,1357,1451,1418
gene-YGL201C,1854,2027,2418,2079
gene-YGL202W,2220,2114,2294,2023
gene-YGL203C,3291,3399,3366,2979
gene-YGL204C,101,75,112,96
gene-YGL205W,45,56,38,31
gene-YGL206C,5625,5769,6650,5757
gene-YGL207W,3936,3704,4942,4369
gene-YGL208W,733,769,766,620
gene-YGL209W,1817,1728,1853,1387
gene-YGL210W,768,749,707,654
gene-YGL211W,835,721,780,755
gene-YGL212W,960,937,889,764
gene-YGL213C,524,539,544,513
gene-YGL215W,4497,4607,4851,3862
gene-YGL216W,2714,2856,2792,2418
gene-YGL219C,2904,2725,2930,2549
gene-YGL220W,1654,1649,1584,1496
gene-YGL221C,721,703,760,819
gene-YGL222C,2673,2737,2691,2528
gene-YGL223C,790,823,838,681
gene-YGL224C,1042,1052,779,767
gene-YGL225W,516,420,612,554
gene-YGL226C-A,360,250,315,333
gene-YGL226W,496,457,489,509
gene-YGL227W,1854,1820,2172,1841
gene-YGL228W,2822,2961,2806,2601
gene-YGL229C,461,467,519,441
gene-YGL230C,3,3,6,5
gene-YGL231C,773,630,750,647
gene-YGL232W,302,309,331,312
gene-YGL233W,821,802,976,838
gene-YGL234W,1205,1194,917,750
gene-YGL235W,18,17,12,7
gene-YGL236C,940,948,688,616
gene-YGL237C,896,798,711,734
gene-YGL238W,1697,1669,1918,1757
gene-YGL240W,458,436,509,419
gene-YGL241W,660,693,667,623
gene-YGL242C,755,761,847,808
gene-YGL243W,440,375,376,391
gene-YGL244W,7818,8812,8181,7435
gene-YGL245W,1284,1358,1410,1138
gene-YGL246C,773,657,721,677
gene-YGL247W,200,199,184,214
gene-YGL248W,1233,1280,1354,1260
gene-YGL249W,35,29,18,14
gene-YGL250W,125,125,127,138
gene-YGL251C,447,480,356,328
gene-YGL252C,2270,2305,2634,2525
gene-YGL253W,5190,4821,5926,5488
gene-YGL254W,422,455,490,437
gene-YGL255W,10128,6603,4341,4689
gene-YGL256W,1098,914,327,303
gene-YGL257C,553,527,506,447
gene-YGL258W,11,9,1,2
gene-YGL258W-A,3,0,0,1
gene-YGL259W,5,5,2,5
gene-YGL260W,0,0,0,0
gene-YGL261C,1,0,0,0
gene-YGL262W,0,0,0,0
gene-YGL263W,4,0,0,1
gene-YGR001C,513,474,485,452
gene-YGR002C,968,889,943,885
gene-YGR003W,1022,945,965,877
gene-YGR004W,363,404,301,358
gene-YGR005C,1742,1612,1605,1538
gene-YGR006W,303,288,318,285
gene-YGR007W,1176,1173,1155,1066
gene-YGR008C,866,816,578,660
gene-YGR009C,4300,4137,4669,4320
gene-YGR010W,981,731,1258,1158
gene-YGR012W,730,573,628,639
gene-YGR013W,1600,1742,1768,1587
gene-YGR014W,6891,6789,10406,8184
gene-YGR015C,234,209,230,198
gene-YGR016W,74,84,74,86
gene-YGR017W,1761,1710,1739,1690
gene-YGR018C,10,8,16,23
gene-YGR019W,488,452,726,609
gene-YGR020C,879,757,783,774
gene-YGR021W,2249,2075,1845,1873
gene-YGR023W,2293,2273,2844,1821
gene-YGR024C,488,415,462,485
gene-YGR025W,7,5,8,9
gene-YGR026W,300,301,306,276
gene-YGR027C,950,864,1065,1077
gene-YGR027W-A,0,0,0,0
gene-YGR027W-B,34,30,31,33
gene-YGR028W,309,290,319,287
gene-YGR029W,273,294,243,265
gene-YGR030C,146,123,114,107
gene-YGR031C-A,3,0,0,1
gene-YGR031W,686,630,600,580
gene-YGR032W,1683,1471,1807,1573
gene-YGR033C,798,966,1037,859
gene-YGR034W,1309,1188,1291,1347
gene-YGR035C,1275,1276,1049,1188
gene-YGR035W-A,0,0,0,0
gene-YGR036C,442,394,520,486
gene-YGR037C,885,703,835,762
gene-YGR038C-A,0,0,0,0
gene-YGR038C-B,5,4,5,2
gene-YGR038W,215,197,255,236
gene-YGR039W,36,35,36,38
gene-YGR040W,1017,844,999,868
gene-YGR041W,1157,1340,1437,1087
gene-YGR042W,1084,984,1024,1047
gene-YGR043C,43,48,35,46
gene-YGR044C,725,745,757,669
gene-YGR045C,3,13,8,10
gene-YGR046W,1442,1364,1448,1405
gene-YGR047C,2312,2153,2273,2003
gene-YGR048W,1189,1245,1398,1309
gene-YGR049W,1000,997,607,562
gene-YGR050C,328,423,351,414
gene-YGR052W,1763,1951,968,1033
gene-YGR053C,82,92,107,91
gene-YGR054W,4056,3801,4280,3673
gene-YGR055W,3299,3297,5289,4494
gene-YGR056W,3323,3266,3612,2824
gene-YGR057C,237,185,244,204
gene-YGR058W,816,785,693,657
gene-YGR059W,26,17,16,12
gene-YGR060W,1068,1015,1059,951
gene-YGR061C,2201,2220,2260,2057
gene-YGR062C,208,198,174,172
gene-YGR063C,213,165,203,212
gene-YGR065C,775,622,1042,951
gene-YGR066C,19,10,6,11
gene-YGR067C,84,80,66,57
gene-YGR068C,1125,1233,1046,870
gene-YGR070W,1048,1167,991,831
gene-YGR071C,943,935,960,883
gene-YGR072W,1655,1520,1393,1371
gene-YGR074W,960,960,952,958
gene-YGR075C,120,98,100,81
gene-YGR076C,305,252,264,239
gene-YGR077C,1031,970,1077,904
gene-YGR078C,1223,1162,1167,1130
gene-YGR079W,949,794,717,579
gene-YGR080W,716,687,732,753
gene-YGR081C,1889,1629,1567,1555
gene-YGR082W,700,692,594,608
gene-YGR083C,4755,4693,4791,4411
gene-YGR084C,1693,1816,1921,1714
gene-YGR085C,1386,1409,1429,1543
gene-YGR086C,6525,7032,7232,6165
gene-YGR087C,12,13,7,5
gene-YGR088W,317,389,293,209
gene-YGR089W,2326,2404,2481,2090
gene-YGR090W,4118,4291,4850,4069
gene-YGR091W,423,401,364,332
gene-YGR092W,1262,1183,1326,1238
gene-YGR093W,531,540,510,501
gene-YGR094W,2520,2467,2498,2065
gene-YGR095C,655,647,430,549
gene-YGR096W,54,69,49,47
gene-YGR097W,3764,4020,3688,3236
gene-YGR098C,2092,1918,2183,1884
gene-YGR099W,593,638,652,574
gene-YGR100W,1504,1393,1710,1508
gene-YGR101W,763,699,775,759
gene-YGR102C,582,578,496,497
gene-YGR103W,4897,4666,3611,3380
gene-YGR104C,547,539,579,526
gene-YGR105W,313,296,299,337
gene-YGR106C,384,357,460,374
gene-YGR108W,2168,2198,1425,1307
gene-YGR109C,165,178,219,196
gene-YGR109W-A,0,0,0,0
gene-YGR109W-B,914,845,956,811
gene-YGR110W,60,61,77,58
gene-YGR111W,325,322,279,267
gene-YGR112W,351,311,278,284
gene-YGR113W,1817,1733,1696,1540
gene-YGR116W,6038,5633,6853,6122
gene-YGR117C,403,402,514,440
gene-YGR118W,1046,886,958,1003
gene-YGR119C,5291,5332,5391,4990
gene-YGR120C,325,333,278,263
gene-YGR121C,182,281,240,195
gene-YGR121W-A,10,5,13,14
gene-YGR122W,362,374,407,342
gene-YGR123C,574,555,454,406
gene-YGR124W,2054,1972,2094,1816
gene-YGR125W,1707,1578,1877,1738
gene-YGR126W,260,230,244,187
gene-YGR127W,441,471,466,402
gene-YGR128C,2454,2079,2240,2038
gene-YGR129W,1447,1405,1160,1129
gene-YGR130C,6371,6293,6398,5354
gene-YGR131W,42,30,36,32
gene-YGR132C,2525,2737,2831,2704
gene-YGR133W,249,207,175,185
gene-YGR134W,1078,1118,1292,1135
gene-YGR135W,921,905,1084,1028
gene-YGR136W,1692,1780,2297,2030
gene-YGR138C,608,739,270,190
gene-YGR140W,1354,1200,1395,1140
gene-YGR141W,1348,1267,1533,1515
gene-YGR142W,1403,1009,12643,12007
gene-YGR143W,2126,2213,2259,1839
gene-YGR144W,3,2,8,8
gene-YGR145W,1368,1236,1016,995
gene-YGR146C,455,384,948,802
gene-YGR146C-A,9,3,7,15
gene-YGR147C,2184,2096,2131,2028
gene-YGR148C,664,627,736,655
gene-YGR149W,663,576,629,533
gene-YGR150C,1378,1298,1406,1229
gene-YGR152C,492,471,635,567
gene-YGR153W,252,256,283,285
gene-YGR154C,177,189,201,197
gene-YGR155W,5574,5746,6367,5883
gene-YGR156W,901,1056,849,881
gene-YGR157W,2445,2428,3422,3113
gene-YGR158C,543,518,439,415
gene-YGR159C,1657,1473,1213,1030
gene-YGR161C,2149,2518,4633,4287
gene-YGR161C-C,0,0,0,0
gene-YGR161C-D,55,78,100,95
gene-YGR161W-A,0,0,0,0
gene-YGR161W-B,0,0,1,0
gene-YGR161W-C,271,238,339,414
gene-YGR162W,6546,5860,6835,5776
gene-YGR163W,762,716,702,731
gene-YGR164W,0,0,0,0
gene-YGR165W,634,586,648,611
gene-YGR166W,616,584,668,582
gene-YGR167W,2972,2811,3004,2940
gene-YGR168C,197,178,207,189
gene-YGR169C,615,581,464,503
gene-YGR169C-A,6614,6818,5852,5753
gene-YGR170W,2991,3171,3136,2523
gene-YGR171C,483,431,459,384
gene-YGR172C,164,178,182,199
gene-YGR173W,570,637,549,465
gene-YGR174C,1137,1137,942,1003
gene-YGR174W-A,9,17,9,8
gene-YGR175C,1639,1500,1533,1381
gene-YGR177C,374,432,352,312
gene-YGR178C,3284,3644,3560,3139
gene-YGR179C,1496,1441,1387,1342
gene-YGR180C,990,1025,1205,968
gene-YGR181W,252,216,203,235
gene-YGR183C,276,280,239,247
gene-YGR184C,5039,4815,6783,5789
gene-YGR185C,2971,2651,2989,2652
gene-YGR186W,5782,4950,5816,5373
gene-YGR187C,1546,1623,1543,1442
gene-YGR188C,902,794,893,810
gene-YGR189C,4119,4223,6577,4962
gene-YGR191W,1765,1653,1820,1452
gene-YGR192C,10419,11449,12811,12021
gene-YGR193C,3126,2794,3079,2901
gene-YGR194C,777,785,790,687
gene-YGR195W,753,661,576,587
gene-YGR196C,2870,2791,2741,2595
gene-YGR197C,282,300,424,373
gene-YGR198W,1204,1142,1340,1224
gene-YGR199W,733,615,868,793
gene-YGR200C,2151,2126,1702,1531
gene-YGR201C,35,37,25,23
gene-YGR202C,1726,1738,1638,1460
