gene_id,SRR10720198,SRR10720199,SRR10720203,SRR10720205
gene-YNL154C,5932,6126,6456,5806
gene-YNL155W,1095,1083,1351,1341
gene-YNL156C,1123,1276,1162,1089
gene-YNL157W,812,839,791,751
gene-YNL158W,837,1036,774,811
gene-YNL159C,1572,1515,1640,1624
gene-YNL160W,1404,1367,1338,979
gene-YNL161W,6654,6574,7411,6164
gene-YNL162W,447,456,479,468
gene-YNL162W-A,93,69,75,54
gene-YNL163C,1484,1487,1576,1376
gene-YNL164C,977,957,992,922
gene-YNL165W,259,231,294,258
gene-YNL166C,2162,2487,2464,2204
gene-YNL167C,3126,2980,3500,3116
gene-YNL168C,716,682,776,770
gene-YNL169C,5176,5054,3334,3091
gene-YNL172W,1513,1506,1827,1527
gene-YNL173C,2786,2542,2466,2177
gene-YNL175C,2328,1927,1606,1514
gene-YNL176C,4725,4659,5769,4691
gene-YNL177C,2584,2395,2829,2759
gene-YNL178W,1264,1456,1498,1400
gene-YNL180C,9595,10382,9709,10005
gene-YNL181W,740,677,914,859
gene-YNL182C,981,932,754,725
gene-YNL183C,1550,1510,1834,1445
gene-YNL184C,0,0,0,0
gene-YNL185C,229,204,231,219
gene-YNL186W,3131,2796,2330,2126
gene-YNL187W,734,702,721,623
gene-YNL188W,1576,1382,1656,1567
gene-YNL189W,1336,1271,1486,1318
gene-YNL190W,3163,3352,3633,2899
gene-YNL191W,532,579,764,723
gene-YNL192W,3600,3091,5795,4825
gene-YNL193W,394,441,494,532
gene-YNL194C,8,11,21,13
gene-YNL195C,16,17,17,12
gene-YNL196C,7,4,5,1
gene-YNL197C,8778,9447,9931,7740
gene-YNL199C,3983,3750,3668,3276
gene-YNL200C,298,310,266,277
gene-YNL201C,2326,2143,2643,2245
gene-YNL202W,67,64,47,54
gene-YNL204C,78,104,70,50
gene-YNL206C,946,1021,1091,1014
gene-YNL207W,1977,1903,1837,1650
gene-YNL208W,1314,1262,1580,1586
gene-YNL209W,1882,2065,2096,1804
gene-YNL210W,3,0,1,1
gene-YNL211C,145,97,93,85
gene-YNL212W,2237,1833,3056,2810
gene-YNL213C,1329,1245,1417,1461
gene-YNL214W,230,151,217,227
gene-YNL215W,2465,2355,2437,2324
gene-YNL216W,3395,3315,3194,2619
gene-YNL217W,1571,1541,1018,1028
gene-YNL218W,446,395,492,413
gene-YNL219C,830,758,911,815
gene-YNL220W,573,496,406,396
gene-YNL221C,3598,3434,3453,3147
gene-YNL222W,192,194,211,223
gene-YNL223W,496,534,513,537
gene-YNL224C,2942,2663,2698,2541
gene-YNL225C,1073,962,1101,982
gene-YNL227C,1486,1344,1345,1144
gene-YNL229C,3594,3027,3559,3551
gene-YNL230C,1267,1200,1204,1041
gene-YNL231C,7198,7100,9563,9671
gene-YNL232W,1908,1689,1567,1464
gene-YNL233W,2190,2030,2780,2390
gene-YNL234W,609,518,358,366
gene-YNL236W,1790,1657,2221,1956
gene-YNL237W,344,240,294,289
gene-YNL238W,2185,2122,2506,2135
gene-YNL239W,1241,1261,871,853
gene-YNL240C,803,795,803,753
gene-YNL241C,3717,4021,5829,5157
gene-YNL242W,1395,1371,1966,1707
gene-YNL243W,4486,5165,5166,4247
gene-YNL244C,2510,2397,2479,2537
gene-YNL245C,648,660,565,494
gene-YNL246W,1218,1121,1016,1038
gene-YNL247W,2064,1984,2122,1903
gene-YNL248C,1212,1317,1068,964
gene-YNL249C,183,207,250,227
gene-YNL250W,1152,1018,1202,1140
gene-YNL251C,4207,4482,3002,2515
gene-YNL252C,825,796,826,726
gene-YNL253W,334,247,235,256
gene-YNL254C,2144,1306,1227,1127
gene-YNL255C,1273,1373,1680,1704
gene-YNL256W,2086,1957,1458,1296
gene-YNL257C,2222,2156,1723,1460
gene-YNL258C,1269,1157,1357,1260
gene-YNL259C,132,94,143,153
gene-YNL260C,1722,1411,2032,2021
gene-YNL261W,508,475,556,445
gene-YNL262W,1983,2027,2901,2401
gene-YNL263C,1176,1046,1353,1274
gene-YNL264C,434,421,398,376
gene-YNL265C,542,517,551,547
gene-YNL267W,3235,3296,3721,3166
gene-YNL268W,1298,1527,1381,1242
gene-YNL269W,4,1,1,1
gene-YNL270C,35,29,28,29
gene-YNL271C,8963,9300,9627,8247
gene-YNL272C,1365,1397,1596,1506
gene-YNL273W,636,578,933,723
gene-YNL274C,163,124,207,215
gene-YNL275W,286,228,277,198
gene-YNL277W,206,204,1034,809
gene-YNL277W-A,0,1,4,2
gene-YNL278W,2857,2811,3643,2848
gene-YNL279W,93,82,152,143
gene-YNL280C,469,466,492,434
gene-YNL281W,899,925,1709,1745
gene-YNL282W,313,330,258,257
gene-YNL283C,1698,1806,2190,1509
gene-YNL284C,856,979,1040,905
gene-YNL284C-A,0,0,0,0
gene-YNL284C-B,364,361,541,527
gene-YNL286W,918,860,763,800
gene-YNL287W,3251,3082,3821,3317
gene-YNL288W,2124,2035,2398,2163
gene-YNL289W,1530,1516,2166,1914
gene-YNL290W,1249,1268,1491,1403
gene-YNL291C,721,562,849,741
gene-YNL292W,1419,1380,1347,1224
gene-YNL293W,769,832,884,810
gene-YNL294C,1684,1573,1885,1571
gene-YNL295W,934,868,880,868
gene-YNL297C,2231,2046,2449,2327
gene-YNL298W,3479,3354,4048,3031
gene-YNL299W,811,777,730,681
gene-YNL300W,4588,4276,6276,5453
gene-YNL301C,646,659,735,736
gene-YNL302C,1245,1267,1499,1392
gene-YNL304W,393,464,533,506
gene-YNL305C,526,674,562,533
gene-YNL306W,1507,1493,1465,1628
gene-YNL307C,1305,1218,1370,1168
gene-YNL308C,10393,9577,8546,8077
gene-YNL309W,1904,1723,2149,1749
gene-YNL310C,782,693,800,848
gene-YNL311C,2483,2351,2027,1757
gene-YNL312W,305,271,415,398
gene-YNL313C,2920,2715,3003,2669
gene-YNL314W,365,380,336,356
gene-YNL315C,336,332,333,349
gene-YNL316C,457,462,460,427
gene-YNL317W,1367,1300,1308,1211
gene-YNL318C,1,3,1,5
gene-YNL320W,83,77,90,72
gene-YNL321W,2587,2688,2868,2195
gene-YNL322C,2279,2024,2288,2024
gene-YNL323W,652,675,674,636
gene-YNL325C,366,335,394,332
gene-YNL326C,230,249,243,226
gene-YNL327W,15865,15522,19448,15149
gene-YNL328C,476,463,485,474
gene-YNL329C,966,950,1066,912
gene-YNL330C,1594,1566,1560,1546
gene-YNL331C,179,165,167,156
gene-YNL332W,0,2,1,1
gene-YNL333W,48,19,24,30
gene-YNL334C,32,17,26,27
gene-YNL335W,0,2,1,1
gene-YNL336W,22,19,16,13
gene-YNL339C,0,0,1,0
gene-YNR001C,1857,1799,2899,2558
gene-YNR002C,57,48,80,88
gene-YNR003C,376,315,273,229
gene-YNR004W,62,46,40,39
gene-YNR006W,2406,2362,2466,2191
gene-YNR007C,598,556,545,552
gene-YNR008W,1909,2008,2053,1714
gene-YNR009W,1738,1813,1537,1364
gene-YNR010W,226,199,230,200
gene-YNR011C,1618,1580,1478,1337
gene-YNR012W,460,495,372,363
gene-YNR013C,2660,2798,2955,2311
gene-YNR014W,541,598,354,385
gene-YNR015W,850,893,744,687
gene-YNR016C,10775,11896,8225,7233
gene-YNR017W,1289,1212,1267,1199
gene-YNR018W,1228,1269,950,909
gene-YNR019W,5153,5415,5484,5028
gene-YNR020C,1325,1107,1066,1062
gene-YNR021W,571,549,596,597
gene-YNR022C,577,554,499,495
gene-YNR023W,1910,1594,1799,1569
gene-YNR024W,1580,1422,932,986
gene-YNR026C,1569,1444,1493,1407
gene-YNR027W,487,444,512,491
gene-YNR028W,1569,1535,1638,1482
gene-YNR029C,1343,1284,1220,1174
gene-YNR030W,683,598,749,644
gene-YNR031C,3801,3637,4756,4363
gene-YNR032C-A,167,154,150,185
gene-YNR032W,490,422,606,561
gene-YNR033W,1600,1669,1695,1446
gene-YNR034W,332,310,439,375
gene-YNR034W-A,12,7,6,4
gene-YNR035C,1476,1202,1387,1266
gene-YNR036C,1659,1787,1616,1554
gene-YNR037C,248,201,228,234
gene-YNR038W,1236,1108,1090,959
gene-YNR039C,1549,1487,1488,1266
gene-YNR040W,424,364,396,314
gene-YNR041C,483,410,352,339
gene-YNR043W,1065,969,1022,836
gene-YNR044W,1632,1540,1795,1383
gene-YNR045W,1289,1480,1321,1090
gene-YNR046W,707,749,587,770
gene-YNR047W,3465,3442,4168,3532
gene-YNR048W,352,332,356,346
gene-YNR049C,883,611,681,781
gene-YNR050C,295,302,264,233
gene-YNR051C,5775,5423,6583,5860
gene-YNR052C,3702,3549,3941,3397
gene-YNR053C,3212,3062,2733,2423
gene-YNR054C,2296,2008,1896,1807
gene-YNR055C,856,913,715,667
gene-YNR056C,6,4,2,2
gene-YNR057C,45,65,44,36
gene-YNR058W,70,99,79,52
gene-YNR059W,228,181,215,226
gene-YNR060W,284,120,240,286
gene-YNR061C,163,147,194,173
gene-YNR062C,0,4,3,2
gene-YNR063W,429,406,344,315
gene-YNR064C,1,3,3,6
gene-YNR065C,820,816,960,835
gene-YNR066C,349,380,398,350
gene-YNR067C,5637,5455,7991,6814
gene-YNR068C,119,128,229,204
gene-YNR069C,514,480,880,812
gene-YNR070W,46,32,39,46
gene-YNR071C,6,10,8,6
gene-YNR072W,3,3,3,3
gene-YNR073C,7,13,8,3
gene-YNR074C,961,957,1355,1325
gene-YNR075C-A,0,0,0,2
gene-YNR075W,149,138,145,133
gene-YNR076W,12,7,8,6
gene-YNR077C,0,0,0,1
gene-YOL001W,235,284,221,216
gene-YOL002C,487,477,303,224
gene-YOL003C,363,333,364,328
gene-YOL004W,8290,8211,9633,8303
gene-YOL005C,846,731,771,840
gene-YOL006C,4412,4566,5645,5108
gene-YOL007C,1200,1091,1581,1395
gene-YOL008W,130,89,114,100
gene-YOL009C,388,353,340,382
gene-YOL010W,1145,984,905,830
gene-YOL011W,506,519,565,469
gene-YOL012C,365,241,325,301
gene-YOL013C,1081,1044,1079,1014
gene-YOL013W-A,1,0,1,3
gene-YOL014W,91,124,121,116
gene-YOL015W,98,104,71,77
gene-YOL016C,1407,1550,1279,1212
gene-YOL017W,461,445,619,512
gene-YOL018C,1298,1195,1387,1335
gene-YOL019W,2418,2392,3442,2682
gene-YOL019W-A,0,0,0,0
gene-YOL020W,1573,1393,1673,1514
gene-YOL021C,2868,2839,2731,2386
gene-YOL022C,1126,1024,927,873
gene-YOL023W,645,640,633,584
gene-YOL024W,3,7,2,2
gene-YOL025W,389,408,424,396
gene-YOL026C,510,537,415,453
gene-YOL027C,4385,4415,4021,3658
gene-YOL028C,2635,2794,2808,2619
gene-YOL029C,507,521,502,477
gene-YOL030W,1311,1393,1376,1039
gene-YOL031C,890,667,743,644
gene-YOL032W,529,415,820,885
gene-YOL033W,271,237,309,234
gene-YOL034W,2411,2384,2567,2235
gene-YOL036W,3016,3135,3866,3304
gene-YOL038C-A,332,334,514,504
gene-YOL038W,2891,2859,3078,3098
gene-YOL039W,270,213,258,290
gene-YOL040C,2463,2306,2725,2777
gene-YOL041C,2073,2032,1640,1622
gene-YOL042W,176,174,189,179
gene-YOL043C,482,411,457,401
gene-YOL044W,170,174,183,173
gene-YOL045W,2060,1980,1885,1710
gene-YOL047C,12,19,14,6
gene-YOL048C,306,283,299,281
gene-YOL049W,2900,2618,3492,3262
gene-YOL051W,8163,8647,8343,6438
gene-YOL052C,1539,1471,1470,1300
gene-YOL052C-A,33,40,54,46
gene-YOL053W,1217,1115,1352,1326
gene-YOL054W,1237,1221,1144,1047
gene-YOL055C,224,172,156,135
gene-YOL056W,661,648,608,558
gene-YOL057W,1346,1249,1540,1280
gene-YOL058W,2093,2467,1560,1742
gene-YOL059W,3563,3942,4085,4133
gene-YOL060C,6094,6077,7799,6450
gene-YOL061W,1062,985,999,872
gene-YOL062C,1425,1279,1446,1357
gene-YOL063C,651,627,791,717
gene-YOL064C,469,562,497,494
gene-YOL065C,636,516,559,510
gene-YOL066C,975,893,1028,928
gene-YOL067C,1233,1098,1362,1105
gene-YOL068C,2683,2663,2733,2398
gene-YOL069W,793,753,681,693
gene-YOL070C,2494,2709,2507,2226
gene-YOL071W,834,741,901,816
gene-YOL072W,516,561,525,544
gene-YOL073C,428,394,376,343
gene-YOL075C,439,429,504,419
gene-YOL076W,1858,1641,2107,1824
gene-YOL077C,1442,1398,1049,1019
gene-YOL077W-A,1220,1066,1117,1135
gene-YOL078W,1468,1314,1448,1189
gene-YOL080C,483,475,375,350
gene-YOL081W,9563,9370,10223,8684
gene-YOL082W,600,596,582,568
gene-YOL083W,178,151,189,154
gene-YOL084W,110,114,179,127
gene-YOL085C,1,3,4,2
gene-YOL086C,5057,4894,10700,10154
gene-YOL086W-A,169,152,93,104
gene-YOL087C,2407,2387,2633,2143
gene-YOL088C,824,766,803,841
gene-YOL089C,712,620,716,658
gene-YOL090W,780,711,1243,1148
gene-YOL091W,73,51,40,45
gene-YOL092W,651,638,603,558
gene-YOL093W,2173,2155,1935,1932
gene-YOL094C,455,400,501,416
gene-YOL095C,393,316,330,297
gene-YOL096C,412,420,377,404
gene-YOL097C,1174,1205,1092,1017
gene-YOL097W-A,26,13,28,21
gene-YOL098C,2635,2557,2976,2669
gene-YOL100W,1980,2109,2378,1941
gene-YOL101C,152,110,96,78
gene-YOL102C,275,222,286,285
gene-YOL103W,1547,1531,1555,1451
gene-YOL103W-A,0,0,0,0
gene-YOL103W-B,1,7,5,2
gene-YOL104C,152,150,270,203
gene-YOL105C,583,548,669,538
gene-YOL107W,417,408,341,324
gene-YOL108C,1946,1561,1195,1313
gene-YOL109W,3841,3855,5030,5229
gene-YOL110W,60,65,79,92
gene-YOL111C,1158,957,1082,1117
gene-YOL112W,1479,1595,1807,1738
gene-YOL113W,828,984,892,999
gene-YOL114C,254,220,236,235
gene-YOL115W,1013,991,994,927
gene-YOL116W,796,703,772,700
gene-YOL117W,637,594,630,514
gene-YOL118C,4,13,2,3
gene-YOL119C,1890,1971,2691,2771
gene-YOL120C,1038,984,1017,1101
gene-YOL121C,864,723,799,871
gene-YOL122C,284,292,299,288
gene-YOL123W,680,823,582,550
gene-YOL124C,421,356,335,363
gene-YOL125W,1045,1048,819,710
gene-YOL126C,6429,7634,7563,6683
gene-YOL127W,436,454,505,433
gene-YOL128C,119,86,65,67
gene-YOL129W,350,418,418,402
gene-YOL130W,2772,2939,2178,1983
gene-YOL131W,3,1,1,0
gene-YOL132W,16,20,9,12
gene-YOL133W,416,327,396,436
gene-YOL135C,985,901,898,890
gene-YOL136C,1221,1235,1720,1404
gene-YOL137W,686,647,658,641
gene-YOL138C,1454,1571,1673,1416
gene-YOL139C,892,1098,857,1021
gene-YOL140W,256,226,215,200
gene-YOL141W,423,417,302,257
gene-YOL142W,794,774,700,712
gene-YOL143C,1370,1388,2011,1944
gene-YOL144W,1765,1520,1172,1051
gene-YOL145C,4719,4380,4757,4306
gene-YOL146W,226,215,258,227
gene-YOL147C,121,109,120,115
gene-YOL148C,2574,2817,2907,2647
gene-YOL149W,834,849,777,730
gene-YOL151W,10727,10574,17329,16900
gene-YOL152W,8,9,2,2
gene-YOL154W,5768,3778,1204,1350
gene-YOL155C,1050,995,1463,1035
gene-YOL155W-A,0,0,0,0
gene-YOL156W,5,3,3,6
gene-YOL157C,45,43,32,33
gene-YOL158C,830,468,885,922
gene-YOL159C,44,43,51,50
gene-YOL159C-A,55,48,38,64
gene-YOL160W,1,2,4,1
gene-YOL161C,2,0,1,0
gene-YOL162W,6,8,4,15
gene-YOL163W,6,11,9,8
gene-YOL164W,361,308,310,304
gene-YOL164W-A,5,0,1,0
gene-YOL165C,9,3,2,7
gene-YOL166W-A,0,0,0,0
gene-YOR001W,1821,1784,1547,1537
gene-YOR002W,505,506,546,445
gene-YOR003W,185,226,233,180
gene-YOR004W,401,406,272,266
gene-YOR005C,348,363,364,348
gene-YOR006C,1332,1216,1054,1012
gene-YOR007C,1331,1328,2663,2493
gene-YOR008C,3116,2981,3199,2831
gene-YOR008C-A,2,0,0,0
gene-YOR009W,408,425,364,289
gene-YOR010C,59,55,66,45
gene-YOR011W,373,354,309,284
gene-YOR011W-A,2,1,1,0
gene-YOR012W,112,110,71,81
gene-YOR014W,2512,2351,2583,2294
gene-YOR015W,34,46,39,34
gene-YOR016C,207,221,234,236
gene-YOR017W,1258,1242,1375,1246
gene-YOR018W,1580,1753,1908,1576
gene-YOR019W,374,373,389,310
gene-YOR020C,1622,1428,3153,3438
gene-YOR020W-A,590,512,542,523
gene-YOR021C,724,589,567,585
gene-YOR022C,706,660,965,885
gene-YOR023C,5464,5373,5675,4755
gene-YOR025W,2389,2308,2449,2104
gene-YOR026W,479,514,554,513
gene-YOR027W,4705,4370,13511,12394
gene-YOR028C,2629,2698,3110,3659
gene-YOR029W,4,2,7,10
gene-YOR030W,1824,1711,1753,1492
gene-YOR032C,109,129,47,40
gene-YOR032W-A,15,16,11,6
gene-YOR033C,825,856,1066,900
gene-YOR034C,748,752,613,557
gene-YOR034C-A,10,14,15,15
gene-YOR035C,1292,1241,1571,1420
gene-YOR036W,2782,2737,3031,3095
gene-YOR037W,950,921,893,891
gene-YOR038C,948,901,1014,945
gene-YOR039W,911,820,986,927
gene-YOR040W,202,199,185,168
gene-YOR042W,3179,2919,3015,2907
gene-YOR043W,2741,2708,2755,2493
gene-YOR044W,533,623,518,454
gene-YOR045W,145,106,128,126
gene-YOR046C,1746,1473,1532,1557
gene-YOR047C,3316,3335,3013,2849
gene-YOR048C,3315,3050,3076,2684
gene-YOR049C,317,323,220,218
gene-YOR051C,1342,1189,1328,1238
gene-YOR052C,2525,2629,3818,3609
gene-YOR054C,3358,3538,4138,3603
gene-YOR056C,1334,1251,932,950
gene-YOR057W,343,371,416,401
gene-YOR058C,2466,2232,2853,2419
gene-YOR059C,1126,1226,1514,1439
gene-YOR060C,989,914,963,990
gene-YOR061W,1563,1761,1518,1530
gene-YOR062C,458,445,453,407
gene-YOR063W,2571,2262,2785,2537
gene-YOR064C,814,878,635,615
gene-YOR065W,798,766,648,508
gene-YOR066W,2532,2691,2732,2049
gene-YOR067C,509,475,563,543
gene-YOR068C,1,3,2,0
gene-YOR069W,1890,1806,1976,1838
gene-YOR070C,1832,1893,1948,1651
gene-YOR071C,297,317,251,201
gene-YOR072W,7,4,6,4
gene-YOR072W-B,0,0,0,0
gene-YOR073W,1950,1808,2043,1727
gene-YOR074C,547,527,666,656
gene-YOR075W,900,846,988,866
gene-YOR076C,944,869,954,862
gene-YOR077W,1020,919,958,911
gene-YOR078W,2112,2146,1728,1711
gene-YOR079C,102,89,106,110
gene-YOR080W,867,823,1050,903
gene-YOR081C,3727,3783,4359,3525
gene-YOR083W,1751,1872,1608,1430
gene-YOR084W,519,694,645,499
gene-YOR085W,1547,1398,1573,1410
gene-YOR086C,3046,3160,3351,2987
gene-YOR087W,492,425,583,543
gene-YOR089C,4444,4248,4277,4264
gene-YOR090C,1503,1539,1630,1472
gene-YOR091W,4959,4615,3961,3999
gene-YOR092W,763,748,617,482
gene-YOR093C,1038,1068,1195,1106
gene-YOR094W,250,261,232,241
gene-YOR095C,230,224,197,175
gene-YOR096W,1173,1169,1410,1271
gene-YOR097C,1276,1165,1276,1338
gene-YOR098C,5020,5054,5421,4266
gene-YOR099W,376,356,440,378
gene-YOR100C,57,45,85,65
gene-YOR101W,765,733,453,423
gene-YOR103C,246,211,283,239
gene-YOR104W,685,626,847,751
gene-YOR105W,4,3,1,4
gene-YOR106W,1120,1207,1028,1000
gene-YOR107W,1768,1974,1382,1192
gene-YOR108W,1184,1292,1128,1067
gene-YOR109W,1826,1802,1963,1675
gene-YOR110W,1008,954,1050,928
gene-YOR111W,180,166,161,139
gene-YOR112W,1773,2057,2084,1692
gene-YOR113W,7185,7340,7869,6257
gene-YOR114W,280,272,271,263
gene-YOR115C,793,814,788,746
gene-YOR116C,2318,2250,2164,1950
gene-YOR117W,1329,1231,1701,1618
gene-YOR118W,1260,1276,1342,1118
gene-YOR119C,1283,1301,885,807
gene-YOR120W,155,145,220,185
gene-YOR122C,962,995,1092,1092
gene-YOR123C,6617,6647,6469,6240
gene-YOR124C,2765,2627,3582,2860
gene-YOR125C,467,488,450,484
gene-YOR126C,86,62,74,70
gene-YOR127W,1584,1483,1935,1695
gene-YOR128C,0,0,0,0
gene-YOR129C,445,486,433,349
gene-YOR130C,465,377,319,323
gene-YOR131C,1215,1028,1121,1093
gene-YOR132W,1159,1163,1296,1215
gene-YOR133W,748,758,776,686
gene-YOR134W,9,6,16,10
gene-YOR136W,1968,1744,3745,3488
gene-YOR137C,678,554,669,549
gene-YOR138C,1410,1628,1440,1323
gene-YOR140W,4745,4877,5050,3620
gene-YOR141C,4608,4079,4744,4446
gene-YOR142W,755,769,815,733
gene-YOR142W-A,0,0,0,0
gene-YOR142W-B,23,14,22,21
gene-YOR143C,276,218,214,206
gene-YOR144C,658,718,932,800
gene-YOR145C,4038,3445,3004,3100
gene-YOR147W,1383,1268,1350,1287
gene-YOR148C,446,427,370,381
gene-YOR149C,284,265,273,204
gene-YOR150W,280,223,264,268
gene-YOR151C,3817,3602,4421,4002
gene-YOR152C,83,65,131,113
gene-YOR153W,20433,21199,39830,32836
gene-YOR154W,710,681,606,546
gene-YOR155C,566,539,659,533
gene-YOR156C,1469,1424,1608,1335
gene-YOR157C,1314,1174,1503,1501
gene-YOR158W,1397,1302,1424,1393
gene-YOR159C,732,1072,717,805
gene-YOR160W,1064,1049,1095,947
gene-YOR161C,594,613,679,466
gene-YOR161C-C,6,4,3,10
gene-YOR162C,1242,1088,1685,1437
gene-YOR163W,1727,1601,1474,1429
gene-YOR164C,1082,1029,1068,1038
gene-YOR165W,1203,1100,1244,1225
gene-YOR166C,623,579,619,650
gene-YOR167C,804,697,725,807
gene-YOR168W,2033,2044,1982,1774
gene-YOR171C,1254,1212,1198,1042
gene-YOR172W,1509,1500,1651,1454
gene-YOR173W,215,184,182,159
gene-YOR174W,498,459,417,383
gene-YOR175C,828,736,691,649
gene-YOR176W,713,714,584,547
gene-YOR177C,91,98,89,72
gene-YOR178C,512,451,341,246
gene-YOR179C,448,426,395,360
gene-YOR180C,162,179,158,149
gene-YOR181W,5203,4859,5145,4181
gene-YOR182C,1119,967,1139,1328
gene-YOR183W,2,1,1,0
gene-YOR184W,1187,1164,1416,1378
gene-YOR185C,117,116,155,99
gene-YOR186W,4,8,2,2
gene-YOR187W,1239,1224,1309,1215
gene-YOR188W,3717,3295,3700,3077
gene-YOR189W,711,735,599,692
gene-YOR190W,5,8,2,5
gene-YOR191W,6273,6129,6959,5922
gene-YOR192C,32,23,19,13
gene-YOR192C-A,0,0,0,0
gene-YOR192C-B,57,54,72,54
gene-YOR192C-C,5,4,8,3
gene-YOR193W,300,257,331,302
gene-YOR194C,7668,6792,7341,7195
gene-YOR195W,2453,2289,3142,2830
gene-YOR196C,1881,1768,1962,1783
gene-YOR197W,1354,1240,1454,1163
gene-YOR198C,5937,5131,6979,6386
gene-YOR201C,899,966,1017,890
gene-YOR202W,1,0,0,0
gene-YOR204W,2091,2165,2918,2350
gene-YOR205C,1159,1056,1085,994
gene-YOR206W,3664,3289,2876,2652
gene-YOR207C,1641,1713,1546,1304
gene-YOR208W,1052,921,1351,1071
gene-YOR209C,1529,1500,1549,1429
gene-YOR210W,503,550,439,474
gene-YOR211C,1419,1441,1463,1315
gene-YOR212W,3064,2749,2492,2313
gene-YOR213C,516,484,525,525
gene-YOR214C,2,1,1,2
gene-YOR215C,1133,1201,1130,1097
gene-YOR216C,3319,3296,3622,3313
gene-YOR217W,2535,2502,2680,2470
gene-YOR219C,1564,1666,1685,1495
gene-YOR220W,512,507,475,429
gene-YOR221C,883,841,878,812
gene-YOR222W,678,806,560,574
gene-YOR223W,836,871,892,875
gene-YOR224C,1215,1067,953,1001
gene-YOR226C,2597,2223,2136,2314
gene-YOR227W,5654,5550,5993,4669
gene-YOR228C,122,124,140,96
gene-YOR229W,981,1006,742,698
gene-YOR230W,1262,1324,1349,1189
gene-YOR231W,1510,1529,1513,1340
gene-YOR232W,1123,1045,1105,1102
gene-YOR233W,1922,2125,1827,1509
gene-YOR234C,602,795,709,725
gene-YOR235W,0,1,0,0
gene-YOR236W,269,231,206,207
gene-YOR237W,48,63,52,54
gene-YOR238W,136,158,155,153
gene-YOR239W,3964,4028,4168,3577
gene-YOR241W,1765,1923,2021,1894
gene-YOR242C,20,15,18,17
gene-YOR243C,1828,1866,1445,1324
gene-YOR244W,1788,1808,1855,1714
gene-YOR245C,578,471,651,590
gene-YOR246C,911,808,922,873
gene-YOR247W,2505,2250,3467,3076
gene-YOR249C,504,449,462,416
gene-YOR250C,620,564,601,512
gene-YOR251C,203,180,176,172
gene-YOR252W,1091,1114,662,714
gene-YOR253W,359,347,361,408
gene-YOR254C,3541,3576,3358,3113
gene-YOR255W,0,1,1,0
gene-YOR256C,1202,1234,1391,1235
gene-YOR257W,1631,1464,1554,1736
gene-YOR258W,143,148,113,136
gene-YOR259C,4435,4736,5506,4925
gene-YOR260W,2758,2770,3139,2749
gene-YOR261C,819,784,1081,1004
gene-YOR262W,474,462,451,457
gene-YOR264W,1169,1160,1208,1213
gene-YOR265W,624,605,652,703
gene-YOR266W,240,288,238,239
gene-YOR267C,8331,8815,10054,8592
gene-YOR268C,2,1,0,4
gene-YOR269W,744,665,793,669
gene-YOR270C,2340,2135,2561,2222
gene-YOR271C,1272,1182,949,862
gene-YOR272W,1550,1337,1255,1095
gene-YOR273C,7071,7535,4330,4149
gene-YOR274W,1299,1287,1026,1110
gene-YOR275C,1197,1085,1328,1183
gene-YOR276W,985,866,839,948
gene-YOR278W,144,160,123,141
gene-YOR279C,563,557,514,491
gene-YOR280C,253,220,247,285
gene-YOR281C,1386,1163,1273,1194
gene-YOR283W,502,694,514,451
gene-YOR284W,272,314,306,274
gene-YOR285W,342,290,347,326
gene-YOR286W,472,499,480,463
gene-YOR287C,859,968,510,529
gene-YOR288C,445,399,488,458
gene-YOR289W,630,603,499,504
gene-YOR290C,13761,13921,15669,13174
gene-YOR291W,1161,1179,1479,1236
gene-YOR292C,162,198,178,191
gene-YOR293C-A,3,0,1,2
gene-YOR293W,1951,1706,1959,2017
gene-YOR294W,792,763,566,606
gene-YOR295W,528,492,450,422
gene-YOR296W,768,770,820,804
gene-YOR297C,343,359,326,311
gene-YOR298C-A,8400,6136,13868,15406
gene-YOR298W,42,37,19,10
gene-YOR299W,1817,1867,2065,1894
gene-YOR301W,2157,2059,2429,2109
gene-YOR302W,674,499,523,537
gene-YOR303W,2183,2332,1934,1923
gene-YOR304C-A,196,150,202,188
gene-YOR304W,3333,3286,3834,3556
gene-YOR305W,750,801,790,747
gene-YOR306C,286,248,157,163
gene-YOR307C,864,821,877,737
gene-YOR308C,2338,2236,2196,1969
gene-YOR310C,3159,2937,2700,2578
gene-YOR311C,625,634,633,580
gene-YOR312C,1324,1211,1380,1392
gene-YOR313C,27,34,27,20
gene-YOR314W,1,0,1,0
gene-YOR315W,1206,1240,847,702
gene-YOR316C,2473,1826,2340,2159
gene-YOR316C-A,19,18,15,8
gene-YOR317W,4959,4409,3036,2687
gene-YOR319W,378,387,286,289
gene-YOR320C,442,475,495,492
gene-YOR321W,385,384,470,389
gene-YOR322C,2568,2635,2686,2219
gene-YOR323C,1024,1028,1052,1003
gene-YOR324C,940,1042,920,752
gene-YOR326W,4492,4628,5595,5043
gene-YOR327C,713,567,710,827
gene-YOR328W,418,425,881,631
gene-YOR329C,4963,5188,5651,4393
gene-YOR330C,2675,2708,2463,2266
gene-YOR332W,1560,1551,1466,1473
gene-YOR334W,456,429,432,404
gene-YOR335C,1772,1652,1962,1655
gene-YOR336W,884,785,984,852
gene-YOR337W,1114,1090,1053,972
gene-YOR338W,73,77,51,31
gene-YOR339C,12,3,4,7
